0,1670090009,16960,16944,0.10033642212123,17148,16878,16946,333053771,10434,177390619,-6.1e-05
0,1670090084,16960,16938,0.12398157987956075,17148,16878,16946,333053099,10431,177344942,-6.1e-05
0,1670090146,16960,16938,0.13579736671193246,17148,16878,16942,333061265,10428,177298514,-6.3e-05
0,1670090201,16960,16937,0.13579736671193246,17148,16878,16942,333061317,10428,177297796,-6.4e-05
0,1670090239,16960,16938,0.13579736671193246,17148,16878,16942,333061307,10429,177301373,-6.7e-05
0,1670090301,16960,16934,0.15945195771570306,17148,16878,16942,333064307,10427,177282711,-6.9e-05
0,1670090362,16960,16934,0.15945195771570306,17148,16878,16942,333064871,10427,177278617,-7e-05
0,1670090379,16960,16934,0.15945195771570306,17148,16878,16942,332999071,10429,177313625,-7e-05
0,1670090440,16960,16940,0.11806375442739078,17148,16878,16940,332987743,10428,177296876,-7.2e-05
0,1670090502,16960,16940,0.11806375442739078,17148,16878,16940,332984533,10428,177295441,-7.4e-05
0,1670090561,16960,16940,0.11806375442739078,17148,16878,16940,332913907,10438,177457835,-7.7e-05
0,1670090622,16962,16940,0.12396694214876033,17148,16878,16940,332870327,10445,177576853,-7.9e-05
0,1670090684,16961,16937,0.14170160004723387,17148,16878,16940,332870985,10443,177545625,-8e-05
0,1670090745,16963,16936,0.15942371280113368,17148,16878,16942,332753898,10448,177630705,-8.1e-05
0,1670090807,16963,16942,0.1239523078739228,17148,16878,16942,332744006,10448,177624443,-8.1e-05
0,1670090824,16963,16942,0.1239523078739228,17148,16878,16942,332744016,10448,177624447,-8.2e-05
0,1670090833,16962,16944,0.11214070707666883,17148,16878,16942,332744226,10444,177571365,-8.2e-05
0,1670090932,16963,16944,0.11804284955438825,17148,16878,16942,332756032,10446,177589580,-8.4e-05
0,1670090995,16963,16942,0.1239523078739228,17148,16878,16942,332758938,10439,177484617,-8.5e-05
0,1670091005,16962,16942,0.11804981702278361,17148,16878,16942,332758940,10439,177485610,-8.5e-05
0,1670091200,16963,16942,0.1239523078739228,17148,16878,16934,332744278,10426,177251566,-8.5e-05
0,1670091311,16962,16943,0.11214070707666883,17148,16878,16948,332747976,10425,177240808,-8.6e-05
0,1670091418,16963,16944,0.11213408876298393,17148,16878,16948,332779946,10428,177290706,-8.6e-05
0,1670091457,16962,16944,0.10623229461756376,17148,16878,16948,332779429,10428,177290633,-8.6e-05
0,1670091476,16962,16944,0.10623229461756376,17148,16878,16948,332779437,10428,177290639,-8.6e-05
0,1670091538,16962,16945,0.10032457952198288,17148,16878,16948,332781762,10428,177292400,-8.7e-05
0,1670091583,16962,16945,0.10032457952198288,17148,16878,16948,332783022,10426,177255315,-8.9e-05
0,1670091632,16962,16945,0.10032457952198288,17148,16878,16954,332783042,10427,177280775,-9.1e-05
0,1670091672,16962,16945,0.10032457952198288,17148,16878,16954,332782836,10427,177280368,-9.4e-05
0,1670091698,16962,16945,0.10032457952198288,17148,16878,16954,332782836,10427,177280383,-9.4e-05
0,1670091760,16962,16945,0.10032457952198288,17148,16878,16954,332782430,10427,177279304,-9.6e-05
0,1670091766,16962,16945,0.10032457952198288,17148,16878,16954,332782430,10427,177279305,-9.6e-05
0,1670091828,16962,16945,0.10032457952198288,17148,16878,16954,332782602,10427,177274692,-9.8e-05
0,1670091858,16962,16945,0.10032457952198288,17148,16878,16954,332782624,10426,177250162,-0.0001
0,1670092029,16962,16940,0.13578133301847806,17148,16878,16951,332812620,10383,176526674,-0.000103
0,1670092090,16962,16940,0.13578133301847806,17148,16878,16951,332812620,10383,176526895,-0.000105
0,1670092152,16962,16948,0.08260561718196838,17148,16878,16951,332812620,10374,176383698,-0.000106
0,1670092213,16962,16949,0.07670069030621275,17148,16878,16951,332812118,10374,176379173,-0.000108
0,1670092275,16962,16948,0.08260561718196838,17148,16878,16970,332808348,10360,176135924,-0.000111
0,1670092337,16962,16948,0.08260561718196838,17148,16878,16970,332790500,10360,176144858,-0.000112
0,1670092398,16962,16945,0.10032457952198288,17148,16878,16970,332790500,10327,175589042,-0.000115
0,1670092460,16968,16945,0.1298318087931543,17148,16878,16970,332709146,10342,175833164,-0.000118
0,1670092522,16968,16946,0.1298318087931543,17148,16878,16968,332701034,10344,175862667,-0.000119
0,1670092583,16968,16946,0.1298318087931543,17148,16878,16968,332701044,10344,175866730,-0.000121
0,1670092645,16968,16943,0.1475535619429853,17148,16878,16968,332707910,10337,175757513,-0.000123
0,1670092707,16968,16942,0.15346476212961868,17148,16878,16968,332682976,10328,175591985,-0.000124
0,1670092769,16966,16942,0.1475709816421699,17148,16878,16968,332646226,10329,175609412,-0.000125
0,1670092831,16966,16958,0.04127845264771789,17148,16878,16962,332654390,10309,175276931,-0.000126
0,1670092892,16966,16958,0.047175374454534735,17148,16878,16962,332746940,10311,175308983,-0.000128
0,1670092954,16967,16960,0.04127358490566038,17148,16878,16962,332747010,10296,175062964,-0.00013
0,1670093018,16966,16954,0.070779756989501,17148,16878,16962,332747712,10267,174560552,-0.000131
0,1670093044,16966,16954,0.070779756989501,17148,16878,16962,332748366,10267,174560563,-0.000133
0,1670093106,16967,16954,0.07667807007195943,17148,16878,16962,332775282,10267,174570409,-0.000134
0,1670093129,16967,16954,0.07667807007195943,17148,16878,16962,332775282,10267,174564821,-0.000134
0,1670093148,16967,16954,0.07667807007195943,17148,16878,16962,332775282,10267,174564824,-0.000134
0,1670093161,16967,16954,0.07667807007195943,17148,16878,16962,332775282,10267,174564828,-0.000134
0,1670093172,16967,16954,0.07667807007195943,17148,16878,16962,332775282,10267,174564828,-0.000135
